day_number,minute_of_day,abs_interval,source_link,source_state,n_downstream,n_validated,validation_rate,downstream_json
14,590,3862,36,Saturated,10,5,0.5,"[{""link_id"": 16, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 30, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 44, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 31, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 38, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Healthy"", ""validated"": false}, {""link_id"": 40, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Healthy"", ""validated"": false}, {""link_id"": 49, ""lag_minutes"": 15, ""predicted_state"": ""Stressed"", ""actual_state"": ""Healthy"", ""validated"": false}, {""link_id"": 53, ""lag_minutes"": 15, ""predicted_state"": ""Stressed"", ""actual_state"": ""Healthy"", ""validated"": false}, {""link_id"": 34, ""lag_minutes"": 15, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 50, ""lag_minutes"": 15, ""predicted_state"": ""Stressed"", ""actual_state"": ""Healthy"", ""validated"": false}]"
1,580,116,38,Saturated,10,10,1.0,"[{""link_id"": 16, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Saturated"", ""validated"": true}, {""link_id"": 31, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Saturated"", ""validated"": true}, {""link_id"": 34, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 36, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Saturated"", ""validated"": true}, {""link_id"": 40, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 44, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Saturated"", ""validated"": true}, {""link_id"": 49, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 50, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 53, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 30, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Saturated"", ""validated"": true}]"
1,500,100,44,Saturated,10,10,1.0,"[{""link_id"": 30, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 31, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 40, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 38, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 16, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 36, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 49, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 53, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 34, ""lag_minutes"": 15, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 50, ""lag_minutes"": 15, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}]"
1,515,103,44,Saturated,10,10,1.0,"[{""link_id"": 30, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 31, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 40, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 38, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 16, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 36, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 49, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 53, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 34, ""lag_minutes"": 15, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 50, ""lag_minutes"": 15, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}]"
1,530,106,44,Saturated,10,10,1.0,"[{""link_id"": 30, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 31, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 40, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 38, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 16, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 36, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Saturated"", ""validated"": true}, {""link_id"": 49, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 53, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 34, ""lag_minutes"": 15, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 50, ""lag_minutes"": 15, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}]"
1,545,109,44,Saturated,10,10,1.0,"[{""link_id"": 30, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 31, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 40, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 38, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 16, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Saturated"", ""validated"": true}, {""link_id"": 36, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Saturated"", ""validated"": true}, {""link_id"": 49, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 53, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 34, ""lag_minutes"": 15, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 50, ""lag_minutes"": 15, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}]"
1,555,111,44,Saturated,10,10,1.0,"[{""link_id"": 30, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Saturated"", ""validated"": true}, {""link_id"": 31, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Saturated"", ""validated"": true}, {""link_id"": 40, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 38, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 16, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Saturated"", ""validated"": true}, {""link_id"": 36, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Saturated"", ""validated"": true}, {""link_id"": 49, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 53, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 34, ""lag_minutes"": 15, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 50, ""lag_minutes"": 15, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}]"
2,560,400,44,Saturated,10,10,1.0,"[{""link_id"": 30, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 31, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 40, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 38, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 16, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 36, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 49, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 53, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 34, ""lag_minutes"": 15, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 50, ""lag_minutes"": 15, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}]"
3,575,691,44,Saturated,10,10,1.0,"[{""link_id"": 30, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 31, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 40, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 38, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 16, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 36, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 49, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 53, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 34, ""lag_minutes"": 15, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 50, ""lag_minutes"": 15, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}]"
4,560,976,44,Saturated,10,9,0.9,"[{""link_id"": 30, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 31, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 40, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Healthy"", ""validated"": false}, {""link_id"": 38, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 16, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 36, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 49, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 53, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 34, ""lag_minutes"": 15, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 50, ""lag_minutes"": 15, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}]"
8,530,2122,44,Saturated,10,10,1.0,"[{""link_id"": 30, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 31, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 40, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 38, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 16, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 36, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 49, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 53, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 34, ""lag_minutes"": 15, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 50, ""lag_minutes"": 15, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}]"
8,545,2125,44,Saturated,10,10,1.0,"[{""link_id"": 30, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 31, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 40, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 38, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 16, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 36, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 49, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 53, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 34, ""lag_minutes"": 15, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 50, ""lag_minutes"": 15, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}]"
9,575,2419,44,Saturated,10,10,1.0,"[{""link_id"": 30, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 31, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 40, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 38, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 16, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 36, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 49, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 53, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 34, ""lag_minutes"": 15, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 50, ""lag_minutes"": 15, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}]"
10,575,2707,44,Saturated,10,10,1.0,"[{""link_id"": 30, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 31, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 40, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 38, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 16, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 36, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 49, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 53, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 34, ""lag_minutes"": 15, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 50, ""lag_minutes"": 15, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}]"
10,590,2710,44,Saturated,10,9,0.9,"[{""link_id"": 30, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 31, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 40, ""lag_minutes"": 5, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 38, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 16, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 36, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 49, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 53, ""lag_minutes"": 10, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 34, ""lag_minutes"": 15, ""predicted_state"": ""Stressed"", ""actual_state"": ""Stressed"", ""validated"": true}, {""link_id"": 50, ""lag_minutes"": 15, ""predicted_state"": ""Stressed"", ""actual_state"": ""Healthy"", ""validated"": false}]"
